,video_id,video_title,upload_date,view_count,like_count,comment_count
430,PJmauUYfQDE,WHY is this happening to ME? | wari-Q: Episode 07 | Ankur Warikoo,2020-05-16,3815,240,35
431,J96CGqU3a5E,You are more CAPABLE than YOU THINK you are | Ankur Warikoo | Your only limit is YOU,2020-05-13,108543,6833,262
432,ZhAVgEBOzV8,warikoo Weekly rewind #3- A compilation of all my weekly videos! | Ankur Warikoo | Hindi,2020-05-03,921,49,10
433,HpvCXV4mcMM,Hate your Job but cannot quit? | Need that extra money? | Warikoo Motivation,2020-05-02,63320,2644,270
434,evnw2TqbECw,Do you have an UNHEALTHY relationship with MONEY? | Ankur Warikoo | Don&#39;t let Money break you up!,2020-04-29,14898,1143,130
435,fesWpR6VO90,warikoo Weekly Rewind #2 | Ankur Warikoo | Life Lessons | Motivational Videos in Hindi,2020-04-26,923,80,13
436,-g7jupVSV8U,Making a difficult choice | Ankur Warikoo | Are choices reversible?,2020-04-25,10010,564,48
437,zWIzVlXKdRw,The Importance of LISTENING | Ankur Warikoo motivation | Being a good listener,2020-04-22,29665,2031,109
438,85pLLpmeliE,Productivity hacks - Work From Home edition | Ankur Warikoo on WFH | Career Advice,2020-04-11,9553,347,15
439,lpfxdFyJyzI,Find a mentor | Career Advice for Personal Growth | Ankur Warikoo Motivation,2020-04-04,32256,1566,62
440,FY0v_ubKi5w,RBI ka aadesh: Kya nahi deni hogi 3 mahine ki EMI? | Ankur Warikoo | Lockdown Updates | Hindi,2020-04-02,1662,57,9
441,tspAs9rQ8ek,Why you have a hard time trusting people | Ankur Warikoo | Hindi | Trust Issues,2020-04-01,6000,414,28
442,jfRyO3U3ZeU,What leads change in your life? | Thoughts by Ankur Warikoo | Motivational Videos in English,2020-03-27,3519,160,5
443,NskXH7PnZro,आपके जीवन में कौन परिवर्तन लाता है? | Aap kiski wajah se badalte hain? | Hindi Motivational Videos,2020-03-27,1414,84,3
444,XaDT6TR-OcE,3 ways covid 19 impacted my learning | What it gave and took from us | Ankur Warikoo motivation,2020-03-26,13203,375,31
445,byU7P54-Q1k,Who sets your Boundaries? What are your limits? | Thoughts by Ankur Warikoo | Motivational Video,2020-03-25,3262,232,9
446,1bBDs0SaXVw,Is sacrificing yourself always the best thing to do? | #warikooWednesdays S03E23 | Ankur Warikoo,2020-02-13,1851,106,4
447,4A2uiVBOYsk,Business Marketing Ideas in 2021 | How to create Marketing Plans? | Ankur Warikoo with @Tanmay Bhat,2020-02-06,58488,2422,108
448,gbCBRD81gCc,Who is your biggest fan? | #warikooWednesdays S03E22 | Ankur Warikoo | Motivational Speech English,2020-02-05,1319,83,7
449,1kLRIvzMPlE,What is your definition of Success? |#warikooWednesdays S03E21 | Success and Failure | Ankur Warikoo,2020-01-22,1888,64,12
450,PFEnt-Oc0fM,The root cause of suffering | #warikooWednesdays S03E19 | Ankur Warikoo | Sadness and sorrow,2020-01-08,1021,58,11
451,9WMewstHHEY,The secret to being successful in life | Ankur Warikoo | Best Motivational Videos of 2020,2019-12-28,51453,2498,15
452,I_LqRg80ZdI,"How do you react in life, when you lose? | Ankur Warikoo | Best Motivational Speakers 2020",2019-12-23,63459,3777,23
453,fcVIBLlZCOI,Be like water! | #warikooWednesdays S03E18 | Ankur Warikoo | When plans fail,2019-12-18,1232,73,8
454,4hfB0tibgSA,The Value of Your Words | #warikooWednesdays S03E17 | Ankur Warikoo | Motivational speech in English,2019-12-11,914,50,2
455,NNk96ZqmH9E,What should I do in life? | Ankur Warikoo | Best Motivational Speakers of India 2020,2019-12-06,32499,2361,7
456,ycq7pq0brbA,It is very easy to come up with new ideas! | Ankur Warikoo | Entrepreneurs of India,2019-12-03,19186,1038,6
457,ZQXNPvlFmGc,No work is poor | Ankur Warikoo | Motivational Video 2020 #shorts,2019-11-30,80524,3897,46
458,mIeodQzVvE0,Has someone hurt you? | Ankur Warikoo | English Motivational Video 2020 | Life lessons,2019-11-25,9896,587,8
459,IM728oUYoL0,Who do we fall in love with? | Ankur Warikoo | Top Motivational Speakers of India 2020,2019-11-24,12921,1148,19
460,PhA5xkwqjzs,Is it Even Possible to be happy? | #warikooWednesdays S03E14 | Ankur Warikoo | Pain and Happiness,2019-11-20,913,63,15
461,k62xP-XNWbQ,How to create an impact? | Ankur Warikoo video | Growth Mindset,2019-11-16,3506,193,4
462,hxBjyxzaopY,How hard can you work after getting that one chance? | Ankur Warikoo | Motivational Video in English,2019-11-14,9333,1288,11
463,PrAwwjOfCX4,What is the biggest mistake you can make at Work? | Ankur Warikoo | Best Motivational Videos 2020,2019-11-09,122468,7737,57
464,50JiNQBknWk,Log Kya kahenge? | Ankur warikoo 2020 video | Life lessons,2019-11-07,4232,312,1
465,mK7cvNNuI4Q,Is this worth it? | #warikooWednesdays S03E11 | Ankur Warikoo | Motivational Speech in English,2019-10-30,856,45,4
466,FAHZLdO-8H4,Prediction and Patterns | #warikooWednesdays S03E10 | Ankur Warikoo | Preparing for Change,2019-10-23,1034,37,2
467,hCy7nDg1olE,"Exit from one life means, entry in to another life! | Ankur Warikoo | Motivational Videos of 2020",2019-10-18,2577,139,1
468,Ue3Uuwczt2k,What is the purpose of a child? | #warikooWednesday S03E09 | Ankur Warikoo | Living in the moment,2019-10-16,963,49,3
469,7Y_cvhv3kjY,Regret is the end of your life.,2019-10-01,6083,450,11
470,duLtG3FsVTk,Do you want to get inspired?,2019-09-29,2016,139,11
471,vRevn7B9hN4,You would never learn from someone who always agrees with you :),2019-09-01,2311,143,2
472,mGxn5BrQTxQ,Aren&#39;t we all kids after all?,2019-08-30,1609,75,2
473,c02uRlNjWaI,The thing about destiny | #warikooWednesday S03E03 | Ankur Warikoo | Motivational Video in English,2019-08-21,1734,113,13
474,RwO3WnsscNc,What is the Purpose of Human Life? | Friday Nights with Warikoo: Closing Episode | Ankur Warikoo,2019-07-26,1587,54,9
475,2L_Lp-v68aU,What is the worst thing about you?,2019-06-27,1646,91,3
476,cc1vCYbeNmc,Happy or Peaceful?,2019-06-20,1878,127,2
477,j_Cjm8JZMKg,Actions and its consequences,2019-06-19,1359,87,3
478,C7v39uMHXio,Do you feel let down by society? | Ankur Warikoo Motivation 2020 | Social Emotional Learning,2019-06-17,1323,72,2
479,6sjfu9u0Wqg,Failure to Success,2019-06-12,1555,118,6
480,zmH2ncTcZ1s,Firing friends is just as important as hiring them!,2019-06-06,1101,55,6
481,NEiKE7PuM9E,Do not let other people decide your self-worth!,2019-06-03,1751,133,4
482,7lO-9Q-9FRQ,Road Not Taken,2019-05-29,11207,719,10
483,qgeMPm7YjNw,Respect,2019-05-23,2906,244,6
484,2VcxFne5-PQ,Fear of Losing,2019-05-21,5620,390,6
485,MxhhBhNwfJg,Trust,2019-05-16,1786,100,8
486,IwO-N_Z7L5g,Do parents fail their kids? | Friday Nights with Warikoo Episode 5 | Ankur Warikoo | Life Lessons,2019-05-03,1244,53,6
487,WRlgyBwPtWs,What are we wishing for? | Friday Nights With Warikoo Ep 3 | Ankur Warikoo | Stories of Suffering,2019-04-19,1289,43,9
488,Th0W_q19EmA,Can we do the right thing when no one is looking?,2019-04-18,1537,111,10
489,HebXRdTVMCs,What is the purpose of religion? | Friday Nights with Warikoo Ep 2 | Ankur Warikoo | Life Questions,2019-04-12,2346,84,8
490,-8EtKbQg4Fk,Who are we living for? | Friday Nights with Warikoo Episode 1 | Ankur Warikoo | Societal Pressure,2019-04-05,4213,129,7
491,rnUwMlfk0C8,What is your superpower? | Ankur Warikoo | How to be successful in life,2019-04-05,14195,2031,19
492,hMU3M8rcliE,#warikooWednesdays Season 2 Finale | Thank you for all the love!,2019-01-30,1617,29,2
493,yXdhpSWVKx4,Why do you ask Questions? | #warikooWednesdays S02E23 | The Power of Questions,2019-01-09,1020,43,7
494,Fi4Tmiq6xpY,How do you respond to apologies? | #warikooWednesdays S02E22 | &quot;I&#39;m sorry&quot; | Ankur Warikoo,2019-01-08,1115,66,4
495,eey-C0Cr7mc,Feeling lost? Even a map can&#39;t help you! | #warikooWednesdays S02E20 | Ankur Warikoo,2018-12-23,1384,64,3
496,l8-hPHYgzjE,"Ask for advice, not for feedback! | #warikooWednesdays S02E18 | Ankur Warikoo | English",2018-12-05,1317,70,5
497,5O9ho1xYH28,What if you were immortal? | #warikooWednesdays S02E14 | Ankur Warikoo | Life Lessons,2018-11-14,881,37,5
498,KZFgoGj5hmI,Excuses are not valid! | #warikooWednesdays S02E13 | Motivational Video | Ankur Warikoo,2018-10-24,1047,42,4
